PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,taxi_demand
1.980669999776176,0.6604631574409685,-3.5446797425984067,0.07046602357018218,0.17630835975163384,-2.4788697491058618,2.0034600469105204,-0.7103950894142312,-0.7003016312433086,1.0601766678903677,5907
2.1702408389755563,0.648790981177026,-3.53800568342633,0.1960767326920076,0.16035197716334842,-2.436501888550619,1.9930674246063165,-0.7052171109239419,-0.6945624594416706,1.03455941965129,5872
2.2509519319362337,0.6430416273678652,-3.5358429311373523,0.2730131016039875,0.15252501949846764,-2.4162499130905517,1.987210091170735,-0.7046618205301309,-0.6936444289339475,1.026951008954295,4777
2.0972307580221825,0.6495196749852659,-3.5842151473889854,0.4441510252495618,0.16503359887932648,-2.4512160117504087,1.9922049940558522,-0.7182876919963717,-0.7101624375887133,1.0751548288327917,4143
1.9959347235727956,0.6545102981006985,-3.5976436310346576,0.3321111034864799,0.1651749040664104,-2.458259545514365,2.016328942183404,-0.7239300341912807,-0.7251632568281731,1.1025122262470686,4012
1.8788080968593828,0.6500202750812738,-3.6076142403866416,0.28826054868725004,0.1380860983053099,-2.3865623025753777,2.03497627773021,-0.7126203318146116,-0.7279918068545794,1.0656372726513426,2830
1.3731115026941083,0.6563273327413354,-3.6285250886847176,0.19342519660774635,0.11480029115338292,-2.3185650413510737,2.0554257452062763,-0.7015407895459027,-0.7329194589783857,1.0273266974460564,1809
-1.049953140654756,0.6711584671350127,-3.8790456979102568,0.6763125398598574,0.11194017113676868,-2.2023543463860697,2.1882190705775235,-0.6109362304328905,-0.759010752149118,1.1247876351665198,1142
-1.0888820452592145,0.6716937230519212,-3.890429074406599,0.8242672996858598,0.11848843198704714,-2.2180574652317073,2.1747328766661824,-0.6184779077511868,-0.7615741048037582,1.1424395912809573,475
-1.191848177619953,0.6750599953270636,-3.8694451758830346,0.817151901149823,0.1265585092550444,-2.236203431497669,2.1569917682249,-0.6242535676466098,-0.7583013895658001,1.1502344979052501,266
-1.1782214480445814,0.6814068103356563,-3.7993080279694564,0.454977924137059,0.13952928523456326,-2.275911280463053,2.155643098899265,-0.6318227569499795,-0.7567491611047082,1.1715563671217537,178
-1.1520311987711092,0.6806619946214887,-3.7374899372880503,0.24298869649893495,0.13790770233535893,-2.2714183572079167,2.143506857806322,-0.6306022843541765,-0.7471053895321832,1.156444121409978,239
-1.0519054014521896,0.6759200855758971,-3.690763222179782,0.17285643444474028,0.13415840050251587,-2.2603523239525263,2.125375254894613,-0.6291955125929684,-0.7367488647752899,1.1390270479816527,684
-0.8945342565432735,0.6772319603764962,-3.6141907365812256,-0.2843820940073078,0.13557682024487766,-2.274845924109283,2.1402279324939415,-0.6314779288320043,-0.7371063513567984,1.1495995167876323,1806
-0.6676174772245269,0.6736551257263513,-3.548896319126985,-0.7737320318079521,0.12140228216875384,-2.2517784303536947,2.174054797266794,-0.6267550820547945,-0.741214931505356,1.1443182182323974,4019
-0.1752354564680522,0.6563135744002015,-3.4877316619544243,-1.1460309170655667,0.08656036885142018,-2.1753838090921747,2.2082843566974693,-0.6118594802159083,-0.7398211496220034,1.1047648903772553,5391
0.12529701975138732,0.6436587724141086,-3.4125774766195245,-1.5841088014971139,0.05271981401551525,-2.0963535215255957,2.2352089176698784,-0.5948874760010638,-0.7332905285756169,1.052262758617502,5344
0.2921703322313212,0.638623626473765,-3.3935455387972535,-1.693871436282216,0.04458865986295373,-2.0819014044124042,2.246042726239357,-0.5947594385003465,-0.7367430508645016,1.0540450912983392,4905
0.5170392588840717,0.6398106647426078,-3.421197763507122,-1.55181635308594,0.06756787713657303,-2.1535019255360672,2.2493006605076045,-0.6160390367369886,-0.7547809839167682,1.1319415464524818,5107
0.7952629744177846,0.6323960706698445,-3.4227445044452747,-1.4941004852193231,0.06569687210144262,-2.1566243149477415,2.253542606269267,-0.6213122360792909,-0.7611146245198072,1.1519106286017267,5449
0.973934114733673,0.6212131193775303,-3.4213107396276627,-1.392495124573134,0.04806572987267838,-2.1112868030716334,2.2504182717271424,-0.6158071360658628,-0.7583008222722725,1.1284669054982137,5281
1.227634382953383,0.6118191598695342,-3.468478901852698,-0.9496973241612469,0.05340327849325354,-2.12688424283612,2.231252639483878,-0.6265662677624001,-0.76426717158249,1.1588373975963513,5924
1.6251466642178853,0.5831403380999006,-3.5020051685785187,-0.3095239573894623,0.020265803926973986,-2.030200147825409,2.1890869030592763,-0.6131291686276341,-0.7465067602688977,1.0918345753310295,6593
2.004004453315801,0.555487296174729,-3.4948253107280522,0.11855162778670654,-0.01617421624620431,-1.92464044679106,2.1472828207251196,-0.5951410931235501,-0.7220364026429388,1.0071201131696972,6836
2.2495142643767165,0.5445673081875493,-3.4725619718612486,0.2836873659387093,-0.020319075980323533,-1.9118247759145213,2.118701246752036,-0.5954010255126634,-0.7114008666570976,0.9930014898405979,7574
2.457335996181016,0.5348975917615286,-3.399212597217129,0.19939867900127384,-0.02863833502536561,-1.886723814895767,2.087780974086163,-0.5896601523655611,-0.691195269290319,0.9542112069892639,8146
2.4978538499328224,0.5255794180582347,-3.3392672258669647,0.33163725398324845,-0.036080526486717036,-1.8532923568549646,2.0307479375445943,-0.5824702777049141,-0.6623757592903031,0.8972288716819314,6341
2.273884240494262,0.5337582027662777,-3.3665591573273637,0.5080265128065163,-0.01827234824955803,-1.8966878750885463,2.01605819389098,-0.5962998742638187,-0.66991505612028,0.9359917828085145,6179
